Kr,hr,f0,f1,A,x_r_start,u_Kr,u_hr,u_f0,u_f1,u_A,u_x_r_start,peak_y_true,target_error_m,target_error_mm,reachability_gap_m,reachability_gap_mm,max_abs_xr_true,constraint_violation_abs_m,constraint_violation_abs_mm,residual_margin_m,residual_margin_mm,feasible_abs,tracking_cost,constraint_cost,J_true,run_label,method,target,iteration,phase,kernel,acquisition,seed,total_budget,initial_points,simulation_time_s,gp_fit_time_s,acquisition_time_s,iteration_time_s,acquisition_score,candidate_pool_size,candidate_pool_global,candidate_pool_local,best_J_so_far,best_feasible_error_so_far_mm,best_feasible_margin_so_far_mm,is_current_best_J,kernel_label,acquisition_label,gp_alpha,alpha_label
1993.6864076067984,0.3688015195999847,0.441822802979989,1.694424920933793,0.1164676239985355,0.3830237043853668,0.1410532593162282,0.7680043417142423,0.9766365799428256,0.2314749736445976,0.8822541332845175,0.6604740877073367,0.6609991665125491,0.110999166512549,110.99916651254904,0.0,0.0,0.5192086701979426,0.0192086701979425,19.20867019794259,-0.0192086701979425,-19.20867019794259,False,123.2081496648059,147.58920430933114,270.797353974137,final_BO_PI_RBF_alpha1em08_budget200_target0550_seed2026,BO,0.55,1,initial_lhs,rbf,pi,2026,200,20,0.3496763999573886,0.0,0.0,0.3497254999820143,,0,0,0,270.797353974137,,,True,RBF,PI,1e-08,1e-08
3091.5998285814944,0.1318963191430966,0.1585762659530102,3.955254584896665,0.1050495566997564,0.3702003745986568,0.4547428081661412,0.0911323404088475,0.1673607598657434,0.9850848616322216,0.5016518899918805,0.4040074919731361,0.5908298246398245,0.0408298246398244,40.82982463982443,0.0,0.0,0.6697087739605099,0.1697087739605098,169.70877396050986,-0.1697087739605098,-169.70877396050986,False,16.67074580118814,11520.427183671773,11537.09792947296,final_BO_PI_RBF_alpha1em08_budget200_target0550_seed2026,BO,0.55,2,initial_lhs,rbf,pi,2026,200,20,0.5251851000357419,0.0,0.0,0.5252433998975903,,0,0,0,270.797353974137,,,False,RBF,PI,1e-08,1e-08
2788.722609274686,0.174327188301116,0.2309848103143588,3.1261157112436644,0.0953274291818998,0.3641529688667156,0.3682064597927674,0.2123633951460456,0.3742423151838824,0.7087052370812215,0.1775809727299948,0.2830593773343119,0.5739182413093474,0.0239182413093473,23.918241309347387,0.0,0.0,0.5740026727456994,0.0740026727456993,74.00267274569939,-0.0740026727456993,-74.00267274569939,False,5.720822673321719,2190.558229402831,2196.2790520761528,final_BO_PI_RBF_alpha1em08_budget200_target0550_seed2026,BO,0.55,3,initial_lhs,rbf,pi,2026,200,20,0.4549833999481052,0.0,0.0,0.4550383000168949,,0,0,0,270.797353974137,,,False,RBF,PI,1e-08,1e-08
1626.3676372874722,0.1485391715052404,0.3882982052414582,1.8353631908973356,0.1145052290692911,0.369967898794083,0.036105039224992,0.1386833471578298,0.8237091578327377,0.2784543969657784,0.8168409689763703,0.3993579758816596,0.6763787370529242,0.1263787370529241,126.37873705292412,0.0,0.0,0.5522293231322154,0.0522293231322154,52.2293231322154,-0.0522293231322154,-52.2293231322154,False,159.71585179092136,1091.1608779397482,1250.8767297306697,final_BO_PI_RBF_alpha1em08_budget200_target0550_seed2026,BO,0.55,4,initial_lhs,rbf,pi,2026,200,20,0.3181863999925554,0.0,0.0,0.3182582999579608,,0,0,0,270.797353974137,,,False,RBF,PI,1e-08,1e-08
4571.652167230724,0.3386093359801831,0.3240805420022478,2.260770119349092,0.108847030266074,0.3617500212406371,0.8776149049230639,0.6817409599433805,0.6402301200064222,0.4202567064496973,0.6282343422024678,0.2350004248127425,0.598058276764976,0.0480582767649759,48.05827676497599,0.0,0.0,0.4870047433135874,0.0,0.0,0.0129952566864126,12.995256686412604,True,23.095979656190305,0.0,23.095979656190305,final_BO_PI_RBF_alpha1em08_budget200_target0550_seed2026,BO,0.55,5,initial_lhs,rbf,pi,2026,200,20,0.4322574001271277,0.0,0.0,0.4323106000665575,,0,0,0,23.095979656190305,48.05827676497599,12.995256686412604,True,RBF,PI,1e-08,1e-08
4263.352178783662,0.2421940789991368,0.1735444094783749,3.758993548497253,0.092482349131999,0.3776329505225508,0.789529193938189,0.406268797140391,0.2101268842239284,0.9196645161657512,0.0827449710666353,0.5526590104510176,0.5659842500109317,0.0159842500109316,15.98425001093162,0.0,0.0,0.5333535878127188,0.0333535878127188,33.3535878127188,-0.0333535878127188,-33.3535878127188,False,2.554962484119676,444.9847279922976,447.5396904764173,final_BO_PI_RBF_alpha1em08_budget200_target0550_seed2026,BO,0.55,6,initial_lhs,rbf,pi,2026,200,20,0.5123634999617934,0.0,0.0,0.5124079999513924,,0,0,0,23.095979656190305,48.05827676497599,12.995256686412604,False,RBF,PI,1e-08,1e-08
4026.408959462055,0.3549266520566508,0.1192421320174261,1.1020987294147206,0.0979560076947993,0.3942154491818441,0.7218311312748728,0.7283618630190024,0.0549775200497889,0.0340329098049068,0.2652002564933108,0.8843089836368815,0.6241290328020909,0.0741290328020908,74.12903280209082,0.0,0.0,0.501427141730629,0.0014271417306289,1.4271417306289669,-0.0014271417306289,-1.4271417306289669,False,54.95113504173457,0.814693407721057,55.765828449455626,final_BO_PI_RBF_alpha1em08_budget200_target0550_seed2026,BO,0.55,7,initial_lhs,rbf,pi,2026,200,20,0.3846872998401522,0.0,0.0,0.3847360000945627,,0,0,0,23.095979656190305,48.05827676497599,12.995256686412604,False,RBF,PI,1e-08,1e-08
2679.2282168954357,0.2977352844337351,0.3410118903691212,3.026033451552268,0.1071299573204691,0.3595277340881138,0.33692234768441,0.5649579555249573,0.6886054010546321,0.675344483850756,0.5709985773489722,0.190554681762277,0.5931258772379184,0.0431258772379183,43.12587723791839,0.0,0.0,0.5081270260035665,0.0081270260035665,8.127026003566517,-0.0081270260035665,-8.127026003566517,False,18.598412875400072,26.419420665058546,45.01783354045862,final_BO_PI_RBF_alpha1em08_budget200_target0550_seed2026,BO,0.55,8,initial_lhs,rbf,pi,2026,200,20,0.4091102997772395,0.0,0.0,0.4091558998916298,,0,0,0,23.095979656190305,48.05827676497599,12.995256686412604,False,RBF,PI,1e-08,1e-08
2072.032884787272,0.3879015463690689,0.194123692956546,3.494178352480476,0.110369710110119,0.3812629258052074,0.1634379670820777,0.8225758467687685,0.2689248370187031,0.8313927841601585,0.6789903370039683,0.6252585161041472,0.6107147108372657,0.0607147108372656,60.71471083726565,0.0,0.0,0.5059800673723098,0.0059800673723098,5.980067372309827,-0.0059800673723098,-5.980067372309827,False,36.86276112052783,14.304482310945826,51.16724343147365,final_BO_PI_RBF_alpha1em08_budget200_target0550_seed2026,BO,0.55,9,initial_lhs,rbf,pi,2026,200,20,0.3331337000709027,0.0,0.0,0.33318189997226,,0,0,0,23.095979656190305,48.05827676497599,12.995256686412604,False,RBF,PI,1e-08,1e-08
3342.75509032892,0.2281763136001315,0.2648993936713165,2.7375594035511304,0.0974972964695897,0.3755149223480612,0.5265014543796915,0.3662180388575188,0.4711411247751901,0.5791864678503768,0.249909882319659,0.5102984469612248,0.5885491753039922,0.0385491753039921,38.54917530399216,0.0,0.0,0.5284328488877822,0.0284328488877821,28.432848887782196,-0.0284328488877821,-28.432848887782196,False,14.860389166179187,323.3707583501828,338.231147516362,final_BO_PI_RBF_alpha1em08_budget200_target0550_seed2026,BO,0.55,10,initial_lhs,rbf,pi,2026,200,20,0.4339308999478817,0.0,0.0,0.4339759999420494,,0,0,0,23.095979656190305,48.05827676497599,12.995256686412604,False,RBF,PI,1e-08,1e-08
